mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,410,415,254,77,79,0,5,103,120.00,134.00,14.00
tempo,a_lot_faster_tempo,427,429,263,81,83,0,2,116,120.00,170.00,50.00
tempo,slower_tempo,405,402,265,77,60,3,0,117,120.00,170.00,50.00
tempo,a_lot_slower_tempo,414,408,197,110,101,6,0,59,120.00,110.00,10.00
progressive_tempo,accelerando,467,391,151,163,77,76,0,44,120.00,125.00,5.00
progressive_tempo,ritardando,396,492,152,62,182,0,96,41,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,523,728,160,109,254,0,205,72,120.00,117.00,3.00
duration,note_held_too_long,394,394,326,37,31,0,0,207,120.00,110.00,10.00
duration,note_cut_too_soon,395,395,325,38,32,0,0,208,120.00,110.00,10.00
note,note_missing,394,395,324,32,38,0,1,191,120.00,110.00,10.00
note,note_not_expected,394,395,299,50,45,0,1,170,120.00,110.00,10.00
articulation,articulated_legato,394,393,289,53,51,1,0,167,120.00,110.00,10.00
articulation,articulated_staccato,399,398,281,62,55,1,0,90,120.00,110.00,10.00
articulation,articulated_accentuated,394,394,326,37,31,0,0,208,120.00,110.00,10.00
