mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,697,695,492,113,90,2,0,285,120.00,125.00,5.00
tempo,a_lot_faster_tempo,711,711,433,149,129,0,0,246,120.00,156.00,36.00
tempo,slower_tempo,703,703,523,90,90,0,0,304,120.00,85.00,35.00
tempo,a_lot_slower_tempo,710,710,376,180,154,0,0,172,120.00,117.00,3.00
progressive_tempo,accelerando,818,685,224,286,175,133,0,75,120.00,110.00,10.00
progressive_tempo,ritardando,691,862,200,153,338,0,171,67,120.00,89.00,31.00
progressive_tempo,tempo_fluctuation,891,1036,209,280,402,0,145,111,120.00,110.00,10.00
duration,note_held_too_long,683,685,436,119,128,0,2,311,120.00,104.00,16.00
duration,note_cut_too_soon,686,688,435,121,130,0,2,308,120.00,104.00,16.00
note,note_missing,682,683,517,81,84,0,1,395,120.00,104.00,16.00
note,note_not_expected,682,685,366,152,164,0,3,221,120.00,104.00,16.00
articulation,articulated_legato,682,684,438,117,127,0,2,312,120.00,104.00,16.00
articulation,articulated_staccato,754,749,373,181,195,5,0,159,120.00,104.00,16.00
articulation,articulated_accentuated,682,684,438,117,127,0,2,312,120.00,104.00,16.00
