mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,29,29,28,0,1,0,0,25,142.00,144.00,2.00
tempo,faster_tempo,28,28,28,0,0,0,0,21,142.00,170.00,28.00
tempo,a_lot_faster_tempo,28,28,28,0,0,0,0,20,142.00,144.00,2.00
tempo,slower_tempo,31,31,25,3,3,0,0,24,142.00,234.00,92.00
tempo,a_lot_slower_tempo,31,30,15,12,3,1,0,15,142.00,144.00,2.00
progressive_tempo,accelerando,36,32,11,13,8,4,0,10,142.00,144.00,2.00
progressive_tempo,ritardando,30,37,7,7,16,0,7,10,142.00,170.00,28.00
progressive_tempo,tempo_fluctuation,36,33,11,14,8,3,0,9,142.00,156.00,14.00
timing,note_too_soon,29,30,12,9,8,0,1,18,142.00,144.00,2.00
timing,note_too_late,32,29,22,5,2,3,0,22,142.00,144.00,2.00
duration,note_held_too_long,29,29,28,0,1,0,0,26,142.00,144.00,2.00
duration,note_cut_too_soon,29,31,26,0,3,0,2,23,142.00,144.00,2.00
note,note_missing,29,28,24,2,2,1,0,23,142.00,144.00,2.00
note,note_not_expected,28,28,27,0,1,0,0,25,142.00,144.00,2.00
articulation,articulated_legato,28,27,16,6,5,1,0,20,142.00,144.00,2.00
articulation,articulated_staccato,29,29,28,0,1,0,0,26,142.00,144.00,2.00
articulation,articulated_accentuated,29,29,28,0,1,0,0,26,142.00,144.00,2.00
