mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,782,784,740,20,22,0,2,265,120.00,144.00,24.00
tempo,a_lot_faster_tempo,799,799,766,16,17,0,0,369,120.00,117.00,3.00
tempo,slower_tempo,784,788,749,20,15,0,4,317,120.00,125.00,5.00
tempo,a_lot_slower_tempo,817,811,755,33,23,6,0,320,120.00,117.00,3.00
progressive_tempo,accelerando,843,729,658,59,12,114,0,104,120.00,134.00,14.00
progressive_tempo,ritardando,771,873,689,31,51,0,102,128,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,873,869,769,39,61,4,0,194,120.00,134.00,14.00
duration,note_held_too_long,737,735,728,4,3,2,0,417,120.00,117.00,3.00
duration,note_cut_too_soon,738,736,729,4,3,2,0,418,120.00,117.00,3.00
note,note_missing,737,734,723,5,6,3,0,375,120.00,117.00,3.00
note,note_not_expected,737,735,728,4,3,2,0,414,120.00,117.00,3.00
articulation,articulated_legato,740,736,724,6,6,4,0,348,120.00,156.00,36.00
articulation,articulated_staccato,758,756,735,12,9,2,0,423,120.00,117.00,3.00
articulation,articulated_accentuated,737,735,728,4,3,2,0,417,120.00,117.00,3.00
