mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,224,224,223,0,1,0,0,188,175.00,170.00,5.00
tempo,faster_tempo,232,232,224,2,6,0,0,170,175.00,208.00,33.00
tempo,a_lot_faster_tempo,253,253,224,12,17,0,0,146,175.00,268.00,93.00
tempo,slower_tempo,229,228,208,8,12,1,0,144,175.00,144.00,31.00
tempo,a_lot_slower_tempo,228,228,223,2,3,0,0,143,175.00,170.00,5.00
progressive_tempo,accelerando,264,221,145,52,24,43,0,38,175.00,188.00,13.00
progressive_tempo,ritardando,228,281,148,12,68,0,53,37,175.00,188.00,13.00
progressive_tempo,tempo_fluctuation,263,267,143,57,63,0,4,57,175.00,188.00,13.00
timing,note_too_soon,228,228,221,2,5,0,0,181,175.00,170.00,5.00
timing,note_too_late,229,229,220,4,5,0,0,182,175.00,170.00,5.00
duration,note_held_too_long,224,224,223,0,1,0,0,189,175.00,170.00,5.00
duration,note_cut_too_soon,226,226,223,0,3,0,0,185,175.00,170.00,5.00
note,note_missing,224,223,211,6,6,1,0,176,175.00,170.00,5.00
note,note_not_expected,224,224,223,0,1,0,0,187,175.00,170.00,5.00
articulation,articulated_legato,224,221,215,3,3,3,0,176,175.00,170.00,5.00
articulation,articulated_staccato,224,224,223,0,1,0,0,187,175.00,170.00,5.00
articulation,articulated_accentuated,224,224,223,0,1,0,0,189,175.00,170.00,5.00
