mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,596,506,352,118,36,90,0,67,120.00,117.00,3.00
progressive_tempo,ritardando,520,637,331,35,154,0,117,56,120.00,89.00,31.00
progressive_tempo,tempo_fluctuation,589,785,331,66,192,0,196,67,120.00,156.00,36.00
duration,note_held_too_long,507,506,497,5,4,1,0,398,120.00,144.00,24.00
duration,note_cut_too_soon,507,506,497,5,4,1,0,397,120.00,144.00,24.00
note,note_missing,507,506,497,5,4,1,0,398,120.00,144.00,24.00
note,note_not_expected,507,506,497,5,4,1,0,397,120.00,144.00,24.00
articulation,articulated_legato,507,506,497,5,4,1,0,394,120.00,144.00,24.00
articulation,articulated_staccato,532,531,486,26,19,1,0,262,120.00,144.00,24.00
articulation,articulated_accentuated,507,506,497,5,4,1,0,398,120.00,144.00,24.00
