onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,247.0,247.0,247.0,1.0,True
correct,0.139,0.116,0.0,247.0,247.3,247.0,0.99,True
correct,0.255,0.255,0.0,246.8,246.9,246.8,0.997,True
correct,0.394,0.394,0.0,260.1,261.0,260.1,0.97,True
correct,0.534,0.534,0.0,246.9,247.0,246.9,0.996,True
correct,0.673,0.65,0.0,219.3,218.7,219.3,0.977,True
correct,0.812,0.789,0.0,246.6,246.4,246.6,0.992,True
correct,0.952,0.928,0.0,247.0,247.8,247.0,0.972,True
correct,1.091,1.068,0.0,247.0,247.0,247.0,1.0,True
correct,1.23,1.207,0.0,195.4,197.5,195.4,0.91,True
correct,1.346,1.323,0.0,246.2,246.3,246.2,0.994,True
correct,1.486,1.462,0.0,164.2,163.8,164.2,0.982,True
correct,1.625,1.602,0.0,246.9,247.0,246.9,0.997,True
correct,1.764,1.741,0.0,254.3,247.4,254.3,0.789,True
correct,1.904,1.857,0.0,247.0,246.3,247.0,0.976,True
correct,2.043,1.996,0.0,261.3,267.0,261.3,0.828,True
correct,2.182,2.136,0.0,246.8,247.0,246.8,0.992,True
correct,2.298,2.275,0.0,249.5,218.3,249.5,0.0,True
correct,2.438,2.391,0.0,246.9,246.2,246.9,0.976,True
correct,2.577,2.531,0.0,247.3,247.0,247.3,0.99,True
correct,2.716,2.67,0.0,246.5,247.0,246.5,0.982,True
correct,2.856,2.809,0.0,195.5,195.8,195.5,0.985,True
correct,2.995,2.948,0.0,247.0,246.8,247.0,0.995,True
early,3.134,3.065,0.1,164.0,164.2,164.0,0.991,True
correct,3.274,3.204,0.1,247.0,247.0,247.0,0.997,True
late,3.39,3.343,0.0,247.9,247.8,247.9,0.996,True
correct,3.529,3.483,0.0,246.9,247.1,246.9,0.994,True
early,3.668,3.599,0.1,260.4,261.9,260.4,0.952,True
correct,3.808,3.738,0.1,246.9,246.9,246.9,1.0,True
correct,3.947,3.877,0.1,219.3,216.8,219.3,0.905,True
correct,4.086,4.017,0.1,246.7,247.0,246.7,0.987,True
correct,4.226,4.133,0.1,247.0,247.4,247.0,0.987,True
correct,4.365,4.272,0.1,247.0,246.5,247.0,0.979,True
correct,4.481,4.411,0.1,195.4,195.8,195.4,0.981,True
correct,4.62,4.551,0.1,246.2,247.0,246.2,0.973,True
correct,4.76,4.667,0.1,219.0,218.5,219.0,0.981,True
correct,4.899,4.806,0.1,246.9,246.4,246.9,0.981,True
correct,5.038,4.945,0.1,184.2,184.3,184.2,0.994,True
correct,5.178,5.085,0.1,247.0,247.0,247.0,0.999,True
correct,5.317,5.224,0.1,195.5,195.4,195.5,0.993,True
correct,5.456,5.34,0.1,246.8,246.3,246.8,0.983,True
correct,5.572,5.479,0.1,249.3,216.0,249.3,0.0,True
correct,5.712,5.619,0.1,246.9,247.0,246.9,0.996,True
correct,5.851,5.758,0.1,184.5,184.3,184.5,0.993,True
correct,5.99,5.874,0.1,246.5,246.2,246.5,0.99,True
correct,6.13,6.014,0.1,195.5,195.7,195.5,0.99,True
correct,6.269,6.153,0.1,247.0,247.0,247.0,0.999,True
correct,6.408,6.292,0.1,164.0,164.0,164.0,0.998,True
correct,6.548,6.408,0.1,247.0,246.1,247.0,0.967,True
correct,6.664,6.548,0.1,247.7,247.3,247.7,0.985,True
correct,6.803,6.687,0.1,246.9,247.0,246.9,0.997,True
correct,6.942,6.826,0.1,260.3,263.8,260.3,0.891,True
correct,7.082,6.966,0.1,247.0,247.1,247.0,0.996,True
correct,7.221,7.082,0.1,219.4,220.0,219.4,0.976,True
correct,7.36,7.221,0.1,246.7,247.0,246.7,0.991,True
correct,7.5,7.36,0.1,247.0,248.1,247.0,0.964,True
correct,7.639,7.5,0.1,247.1,247.0,247.1,1.0,True
correct,7.755,7.616,0.1,195.0,195.7,195.0,0.971,True
correct,7.894,7.755,0.1,246.3,246.5,246.3,0.993,True
correct,8.034,7.894,0.1,164.2,163.9,164.2,0.982,True
correct,8.173,8.034,0.1,247.0,247.0,247.0,0.997,True
early,8.312,8.15,0.2,253.6,247.2,253.6,0.801,True
correct,8.452,8.289,0.2,247.0,246.4,247.0,0.979,True
correct,8.591,8.428,0.2,261.2,265.5,261.2,0.869,True
correct,8.73,8.568,0.2,246.8,247.0,246.8,0.993,True
correct,8.846,8.684,0.2,249.1,218.2,249.1,0.0,True
correct,8.986,8.823,0.2,246.9,246.4,246.9,0.982,True
correct,9.125,8.962,0.2,247.2,248.7,247.2,0.949,True
correct,9.264,9.102,0.2,246.6,247.0,246.6,0.984,True
correct,9.404,9.241,0.2,195.5,195.7,195.5,0.992,True
correct,9.543,9.357,0.2,247.0,246.3,247.0,0.974,True
correct,9.682,9.497,0.2,164.0,164.2,164.0,0.991,True
correct,9.822,9.636,0.2,247.1,247.0,247.1,0.997,True
correct,9.938,9.775,0.2,247.6,247.8,247.6,0.994,True
correct,10.077,9.891,0.2,246.9,246.2,246.9,0.975,True
correct,10.216,10.031,0.2,260.4,261.0,260.4,0.98,True
correct,10.356,10.17,0.2,247.0,247.0,247.0,0.999,True
correct,10.495,10.309,0.2,219.5,217.3,219.5,0.92,True
correct,10.634,10.449,0.2,246.7,247.1,246.7,0.988,True
correct,10.774,10.565,0.2,247.0,247.1,247.0,0.998,True
correct,10.913,10.704,0.2,247.1,247.0,247.1,0.997,True
correct,11.029,10.843,0.2,195.1,195.1,195.1,1.0,True
correct,11.168,10.983,0.2,246.4,247.1,246.4,0.976,True
correct,11.308,11.099,0.2,219.2,219.3,219.2,0.993,True
correct,11.447,11.238,0.2,247.0,246.9,247.0,0.999,True
correct,11.586,11.377,0.2,184.3,184.4,184.3,0.993,True
correct,11.726,11.517,0.2,247.0,247.0,247.0,0.999,True
correct,11.865,11.633,0.2,195.6,195.6,195.6,0.998,True
correct,11.981,11.772,0.2,246.1,246.5,246.1,0.985,True
correct,12.12,11.911,0.2,163.4,163.8,163.4,0.981,True
correct,12.26,12.051,0.2,246.9,247.0,246.9,0.996,True
correct,12.399,12.167,0.2,146.8,146.6,146.8,0.988,True
correct,12.538,12.306,0.2,246.6,246.4,246.6,0.993,True
correct,12.678,12.445,0.2,,238.7,238.7,0.0,True
correct,12.817,12.585,0.2,247.0,247.0,247.0,1.0,True
correct,12.956,12.724,0.2,248.9,,248.9,0.0,True
correct,13.072,12.84,0.2,246.1,246.3,246.1,0.992,True
correct,13.212,12.979,0.2,247.5,246.1,247.5,0.953,True
correct,13.351,13.119,0.2,246.4,247.0,246.4,0.979,True
correct,13.49,13.258,0.2,260.5,262.2,260.5,0.947,True
early,13.63,13.374,0.3,247.0,246.2,247.0,0.973,True
correct,13.769,13.514,0.3,219.5,219.4,219.5,0.997,True
correct,13.908,13.653,0.3,246.7,247.0,246.7,0.991,True
correct,14.048,13.792,0.3,247.0,247.5,247.0,0.983,True
correct,14.164,13.908,0.3,246.8,246.1,246.8,0.975,True
correct,14.303,14.048,0.3,183.7,184.6,183.7,0.962,True
correct,14.442,14.187,0.3,246.4,247.0,246.4,0.981,True
correct,14.582,14.326,0.3,,240.5,240.5,0.0,True
correct,14.721,14.466,0.3,247.0,247.1,247.0,0.997,True
correct,14.86,14.582,0.3,250.5,247.1,250.5,0.887,True
correct,15.0,14.721,0.3,247.0,247.0,247.0,0.998,True
correct,15.139,14.86,0.3,261.2,261.4,261.2,0.995,True
correct,15.255,15.0,0.3,246.1,247.0,246.1,0.969,True
correct,15.394,15.116,0.3,221.5,218.8,221.5,0.899,True
correct,15.534,15.255,0.3,246.9,246.5,246.9,0.984,True
correct,15.673,15.394,0.3,254.4,248.1,254.4,0.805,True
correct,15.812,15.534,0.3,246.6,247.0,246.6,0.986,True
