mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,543,539,473,33,33,4,0,239,120.00,134.00,14.00
tempo,a_lot_faster_tempo,564,558,443,58,57,6,0,177,120.00,117.00,3.00
tempo,slower_tempo,528,525,490,18,17,3,0,326,120.00,125.00,5.00
tempo,a_lot_slower_tempo,562,555,435,66,54,7,0,221,120.00,117.00,3.00
progressive_tempo,accelerando,608,516,375,102,39,92,0,71,120.00,104.00,16.00
progressive_tempo,ritardando,527,630,361,40,126,0,103,64,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,618,570,297,109,164,48,0,54,120.00,134.00,14.00
duration,note_held_too_long,522,519,491,13,15,3,0,322,120.00,117.00,3.00
duration,note_cut_too_soon,521,518,492,11,15,3,0,321,120.00,117.00,3.00
note,note_missing,520,516,482,15,19,4,0,310,120.00,117.00,3.00
note,note_not_expected,520,518,484,16,18,2,0,330,120.00,117.00,3.00
articulation,articulated_legato,520,514,457,32,25,6,0,244,120.00,117.00,3.00
articulation,articulated_staccato,521,518,490,12,16,3,0,305,120.00,117.00,3.00
articulation,articulated_accentuated,520,517,492,11,14,3,0,322,120.00,117.00,3.00
