mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,632,636,561,35,36,0,4,132,120.00,125.00,5.00
tempo,a_lot_faster_tempo,641,633,501,71,61,8,0,68,120.00,94.00,26.00
tempo,slower_tempo,639,642,551,44,44,0,3,132,120.00,134.00,14.00
tempo,a_lot_slower_tempo,642,627,505,75,47,15,0,81,120.00,134.00,14.00
progressive_tempo,accelerando,698,594,437,108,49,104,0,55,120.00,125.00,5.00
progressive_tempo,ritardando,624,731,469,50,105,0,107,54,120.00,125.00,5.00
progressive_tempo,tempo_fluctuation,788,403,147,213,43,385,0,34,120.00,125.00,5.00
duration,note_held_too_long,607,604,522,43,39,3,0,128,120.00,170.00,50.00
duration,note_cut_too_soon,607,604,522,43,39,3,0,128,120.00,170.00,50.00
note,note_missing,607,603,516,48,39,4,0,122,120.00,170.00,50.00
note,note_not_expected,607,604,522,43,39,3,0,127,120.00,170.00,50.00
articulation,articulated_legato,607,603,513,51,39,4,0,99,120.00,170.00,50.00
articulation,articulated_staccato,655,653,549,57,47,2,0,116,120.00,170.00,50.00
articulation,articulated_accentuated,609,606,522,44,40,3,0,124,120.00,170.00,50.00
