onset_type,onset_ref_time,onset_live_time,adjustment_ms,note_ref,note_live,notes_similarity
correct,0.0,0.0,0.0,E/Fb5,E/Fb5,1.0
correct,0.23,0.23,0.0,D#/Eb5,D#/Eb5,1.0
correct,0.45,0.52,-0.07,D#/Eb5,E/Fb5,0.8
correct,0.71,0.77,-0.06,E/Fb5,E/Fb5,1.0
correct,0.96,1.03,-0.07,D#/Eb5,E/Fb5,0.8
correct,1.22,1.32,-0.1,B/Cb4,B/Cb4,1.0
correct,1.48,1.6,-0.12,D5,B/Cb4,0.4
correct,1.73,1.86,-0.13,D5,D5,1.0
late,1.96,2.4,-0.44,C5,A4,0.4
correct,2.72,2.63,0.09,C4,A4,0.4
correct,2.98,2.79,0.19,E/Fb4,C4,0.2
late,2.98,3.17,-0.19,E/Fb4,E/Fb4,1.0
late,3.2,3.75,-0.55,E/Fb4,B/Cb4,0.1
correct,3.46,3.97,-0.51,B/Cb4,B/Cb4,1.0
correct,4.23,4.32,-0.09,E/Fb4,E/Fb4,1.0
correct,4.45,4.58,-0.13,E/Fb4,B/Cb4,0.1
late,4.71,5.16,-0.45,B/Cb4,C5,0.8
correct,4.96,5.38,-0.42,B/Cb4,C5,0.8
correct,5.73,5.73,0.0,E/Fb4,E/Fb4,1.0
correct,5.96,6.05,-0.09,E/Fb4,E/Fb5,1.0
late,5.96,6.34,-0.38,E/Fb4,E/Fb5,1.0
correct,6.21,6.63,-0.42,E/Fb5,D#/Eb5,0.8
correct,6.47,6.88,-0.41,E/Fb5,D#/Eb5,0.8
correct,6.72,7.17,-0.45,E/Fb5,E/Fb5,1.0
correct,6.98,7.43,-0.45,E/Fb5,B/Cb4,0.1
correct,7.2,7.72,-0.52,E/Fb5,D5,0.6
late,7.46,8.26,-0.8,D5,A4,0.1
correct,7.72,8.48,-0.76,C5,A4,0.4
correct,7.97,8.8,-0.83,C5,C4,1.0
late,7.97,9.06,-1.09,C5,A4,0.4
early,8.71,9.64,-0.93,C4,B/Cb4,0.8
correct,8.96,9.83,-0.87,C4,B/Cb4,0.8
correct,9.22,10.18,-0.96,A4,C5,0.4
correct,9.48,10.47,-0.99,B/Cb4,B/Cb4,1.0
late,9.48,11.01,-1.53,B/Cb4,D#/Eb5,0.2
early,10.21,11.24,-1.03,E/Fb4,A4,0.1
correct,10.47,11.59,-1.12,C5,C5,1.0
late,10.47,11.88,-1.41,C5,D5,0.6
late,10.47,12.39,-1.92,C5,E/Fb5,0.2
late,10.47,12.64,-2.17,C5,E/Fb5,0.2
correct,10.72,12.93,-2.21,C5,E/Fb5,0.2
early,10.98,12.93,-1.95,A4,E/Fb5,0.1
early,11.72,12.93,-1.21,B/Cb4,E/Fb5,0.1
early,11.97,12.93,-0.96,B/Cb4,E/Fb5,0.1
early,12.23,12.93,-0.7,D5,E/Fb5,0.6
early,12.45,12.93,-0.48,D5,E/Fb5,0.6
correct,13.22,13.19,0.03,G4,F5,0.6
late,13.48,13.73,-0.25,F5,E/Fb5,0.8
correct,13.73,13.73,0.0,F5,E/Fb5,0.8
early,13.96,13.73,0.23,E/Fb5,E/Fb5,1.0
early,14.72,13.96,0.76,F4,D5,0.4
early,14.98,13.96,1.02,E/Fb5,D5,0.6
correct,15.2,14.28,0.92,E/Fb5,E/Fb5,1.0
correct,15.46,14.53,0.93,C5,E/Fb5,0.2
early,16.23,15.08,1.15,E/Fb4,C5,0.2
correct,16.45,15.3,1.15,E/Fb4,C5,0.2
correct,16.71,15.65,1.06,D5,E/Fb4,0.6
late,16.71,15.94,0.77,D5,C5,0.6
late,16.96,17.54,-0.58,C5,B/Cb4,0.8
early,19.46,17.76,1.7,E/Fb5,B/Cb4,0.1
correct,19.72,18.08,1.64,D#/Eb5,B/Cb4,0.2
correct,19.97,18.37,1.6,D#/Eb5,B/Cb4,0.2
late,19.97,18.66,1.31,D#/Eb5,D#/Eb5,1.0
correct,20.23,18.92,1.31,D#/Eb5,B/Cb4,0.2
correct,20.45,19.2,1.25,D#/Eb5,E/Fb5,0.8
late,20.45,19.49,0.96,D#/Eb5,B/Cb4,0.2
late,20.45,19.78,0.67,D#/Eb5,C5,0.4
correct,20.45,20.39,0.06,D#/Eb5,A4,0.0
correct,20.45,20.58,-0.13,D#/Eb5,A4,0.0
correct,20.71,20.93,-0.22,E/Fb5,A4,0.1
correct,20.96,21.22,-0.26,B/Cb4,A4,0.6
correct,21.22,21.22,0.0,C5,A4,0.4
early,21.48,21.22,0.26,A4,A4,1.0
early,22.21,21.22,0.99,C4,A4,0.4
early,22.47,21.22,1.25,E/Fb4,A4,0.1
early,22.72,21.22,1.5,E/Fb4,A4,0.1
late,22.98,21.73,1.25,B/Cb4,B/Cb4,1.0
early,23.72,21.96,1.76,E/Fb4,B/Cb4,0.1
early,23.97,21.96,2.01,E/Fb4,B/Cb4,0.1
early,24.23,21.96,2.27,B/Cb4,B/Cb4,1.0
correct,24.45,22.28,2.17,B/Cb4,B/Cb4,1.0
early,25.22,22.56,2.66,E/Fb4,G#/Ab4,0.2
late,25.48,23.08,2.4,E/Fb5,C5,0.2
correct,25.73,23.3,2.43,E/Fb5,C5,0.2
correct,25.96,23.62,2.34,D#/Eb5,E/Fb5,0.8
correct,26.21,23.91,2.3,E/Fb5,D#/Eb5,0.8
early,26.47,23.91,2.56,E/Fb5,D#/Eb5,0.8
correct,26.72,24.2,2.52,E/Fb5,E/Fb5,1.0
late,26.72,24.45,2.27,E/Fb5,E/Fb5,1.0
correct,26.98,24.74,2.24,D5,E/Fb5,0.6
correct,27.2,25.03,2.17,D5,E/Fb5,0.6
correct,27.46,25.32,2.14,A4,B/Cb4,0.6
late,27.46,25.6,1.86,A4,D5,0.1
early,28.23,26.18,2.05,C4,A4,0.4
correct,28.45,26.37,2.08,C4,A4,0.4
late,28.45,26.72,1.73,C4,C4,1.0
late,28.45,27.01,1.44,C4,E/Fb4,0.2
late,28.45,27.62,0.83,C4,B/Cb4,0.8
late,28.45,27.91,0.54,C4,B/Cb4,0.8
correct,28.71,28.2,0.51,E/Fb4,E/Fb4,1.0
correct,28.96,28.48,0.48,A4,C5,0.4
early,29.73,28.48,1.25,E/Fb4,C5,0.2
early,29.96,28.48,1.48,E/Fb4,C5,0.2
early,30.21,28.48,1.73,C5,C5,1.0
early,30.47,28.48,1.99,A4,C5,0.4
extra,,30.28,,,A4,
