mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,317,315,233,47,35,2,0,92,120.00,110.00,10.00
tempo,a_lot_faster_tempo,318,317,274,30,13,1,0,152,120.00,134.00,14.00
tempo,slower_tempo,310,310,297,5,8,0,0,185,120.00,110.00,10.00
tempo,a_lot_slower_tempo,313,311,260,29,22,2,0,109,120.00,134.00,14.00
progressive_tempo,accelerando,353,305,192,85,28,48,0,42,120.00,104.00,16.00
progressive_tempo,ritardando,310,373,172,32,106,0,63,28,120.00,170.00,50.00
progressive_tempo,tempo_fluctuation,409,440,200,80,129,0,31,55,120.00,144.00,24.00
duration,note_held_too_long,302,301,278,13,10,1,0,215,120.00,134.00,14.00
duration,note_cut_too_soon,303,302,278,13,11,1,0,215,120.00,134.00,14.00
note,note_missing,302,300,252,28,20,2,0,126,120.00,134.00,14.00
note,note_not_expected,302,302,291,6,5,0,0,232,120.00,134.00,14.00
articulation,articulated_legato,302,300,271,17,12,2,0,208,120.00,134.00,14.00
articulation,articulated_staccato,311,310,274,22,14,1,0,148,120.00,134.00,14.00
articulation,articulated_accentuated,302,301,278,13,10,1,0,215,120.00,134.00,14.00
