onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,523.4,523.4,523.4,1.0,True
correct,0.511,0.511,0.0,784.3,784.3,784.3,1.0,True
correct,0.998,0.998,0.0,785.2,785.2,785.2,1.0,True
correct,1.509,1.509,0.0,880.1,880.1,880.1,1.0,True
correct,1.997,1.997,0.0,880.2,880.2,880.2,1.0,True
correct,2.508,2.508,0.0,784.3,784.3,784.3,1.0,True
correct,2.995,2.995,0.0,785.7,785.7,785.7,1.0,True
correct,3.506,3.506,0.0,698.4,698.4,698.4,1.0,True
correct,4.017,4.017,0.0,698.7,698.7,698.7,1.0,True
correct,4.505,4.505,0.0,658.9,658.9,658.9,1.0,True
correct,5.015,5.015,0.0,659.0,659.0,659.0,1.0,True
correct,5.503,5.503,0.0,587.4,587.4,587.4,1.0,True
correct,6.014,6.014,0.0,587.5,587.5,587.5,1.0,True
correct,6.385,6.385,0.0,658.9,658.9,658.9,1.0,True
correct,6.501,6.501,0.0,523.0,523.0,523.0,1.0,True
correct,7.5,7.5,0.0,523.4,523.4,523.4,1.0,True
correct,8.011,8.011,0.0,523.5,523.5,523.5,1.0,True
correct,8.498,8.498,0.0,783.8,783.8,783.8,1.0,True
correct,9.009,9.009,0.0,784.2,784.2,784.2,1.0,True
correct,9.497,9.497,0.0,880.2,880.2,880.2,1.0,True
correct,10.008,10.008,0.0,880.3,880.3,880.3,1.0,True
correct,10.495,10.495,0.0,783.7,783.7,783.7,1.0,True
correct,11.006,11.006,0.0,784.3,784.3,784.3,1.0,True
correct,11.517,11.517,0.0,698.7,698.7,698.7,1.0,True
correct,12.005,12.005,0.0,698.6,698.6,698.6,1.0,True
late,12.515,13.003,-0.5,658.9,658.9,658.9,1.0,True
correct,13.003,13.514,-0.5,660.8,658.8,660.8,0.9750000238418579,True
correct,13.514,14.001,-0.5,587.5,586.9,587.5,0.9909999966621399,True
correct,14.001,14.512,-0.5,588.8,587.4,588.8,0.9789999723434448,True
correct,14.373,14.884,-0.5,658.9,658.9,658.9,0.9990000128746033,True
correct,14.512,15.0,-0.5,523.2,523.4,523.2,0.9980000257492065,True
correct,15.511,15.998,-0.5,784.3,783.8,784.3,0.9950000047683716,True
correct,15.998,16.509,-0.5,785.2,784.2,785.2,0.9890000224113464,True
correct,16.509,16.997,-0.5,698.4,698.5,698.4,0.9980000257492065,True
correct,16.997,17.508,-0.5,698.5,698.6,698.5,0.9990000128746033,True
correct,17.508,17.995,-0.5,658.9,661.7,658.9,0.9639999866485596,True
correct,17.995,18.506,-0.5,665.7,659.5,665.7,0.921999990940094,True
correct,18.506,19.017,-0.5,587.1,587.5,587.1,0.9929999709129333,True
correct,19.017,19.505,-0.5,587.5,587.4,587.5,0.9980000257492065,True
correct,19.505,20.015,-0.5,784.2,784.1,784.2,0.9980000257492065,True
correct,20.015,20.503,-0.5,784.1,784.6,784.1,0.9950000047683716,True
correct,20.503,21.014,-0.5,698.3,698.7,698.3,0.9950000047683716,True
correct,21.014,21.502,-0.5,698.7,698.6,698.7,0.9990000128746033,True
correct,21.502,22.012,-0.5,658.9,658.9,658.9,1.0,True
correct,22.012,22.5,-0.5,698.5,698.5,698.5,1.0,True
early,22.152,22.593,-0.4,586.9,660.9,586.9,0.0,True
correct,22.221,22.663,-0.4,658.9,591.0,658.9,0.39100000262260437,True
early,22.384,22.709,-0.3,698.6,658.8,698.6,0.6019999980926514,True
late,22.5,22.871,-0.4,659.0,697.5,659.0,0.6119999885559082,True
early,23.011,23.011,0.0,587.5,658.9,587.5,0.3709999918937683,True
correct,23.498,23.498,0.0,522.9,586.7,522.9,0.36899998784065247,True
correct,24.009,24.009,0.0,523.4,523.2,523.4,0.996999979019165,True
correct,24.497,24.497,0.0,784.1,523.4,784.1,0.0,True
correct,25.008,25.008,0.0,784.3,784.3,784.3,1.0,True
correct,25.495,25.495,0.0,879.8,785.7,879.8,0.375,True
correct,26.006,26.006,0.0,880.4,880.0,880.4,0.9959999918937683,True
correct,26.494,26.494,0.0,784.1,880.2,784.1,0.0,True
correct,27.005,27.005,0.0,784.2,784.2,784.2,1.0,True
correct,27.515,27.515,0.0,698.5,784.1,698.5,0.0,True
correct,28.003,28.003,0.0,698.3,698.3,698.3,1.0,True
correct,28.514,28.514,0.0,658.8,698.7,658.8,0.6010000109672546,True
correct,29.002,29.002,0.0,658.9,658.9,658.9,1.0,True
correct,29.512,29.512,0.0,587.2,659.1,587.2,0.36800000071525574,True
correct,30.0,30.0,0.0,658.8,586.8,658.8,0.0,True
late,30.093,30.511,-0.4,588.5,658.9,588.5,0.37599998712539673,True
late,30.163,30.65,-0.5,587.5,523.2,587.5,0.0,True
correct,30.209,30.72,-0.5,587.6,587.6,587.6,0.9990000128746033,True
correct,30.372,30.882,-0.5,658.9,658.9,658.9,1.0,True
correct,30.511,30.998,-0.5,523.5,523.0,523.5,0.9909999966621399,True
