mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,466,465,396,30,39,1,0,173,120.00,110.00,10.00
tempo,a_lot_faster_tempo,497,494,380,59,55,3,0,132,120.00,134.00,14.00
tempo,slower_tempo,481,483,341,63,77,0,2,156,120.00,144.00,24.00
tempo,a_lot_slower_tempo,474,472,372,67,33,2,0,117,120.00,89.00,31.00
progressive_tempo,accelerando,538,457,248,144,65,81,0,65,120.00,104.00,16.00
progressive_tempo,ritardando,460,565,242,41,177,0,105,45,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,534,741,253,65,216,0,207,65,120.00,188.00,68.00
duration,note_held_too_long,453,452,444,5,3,1,0,333,120.00,89.00,31.00
duration,note_cut_too_soon,454,453,443,6,4,1,0,332,120.00,89.00,31.00
note,note_missing,454,452,352,53,47,2,0,169,120.00,89.00,31.00
note,note_not_expected,453,453,394,23,36,0,0,259,120.00,89.00,31.00
articulation,articulated_legato,453,452,444,5,3,1,0,334,120.00,89.00,31.00
articulation,articulated_staccato,489,488,428,26,34,1,0,225,120.00,89.00,31.00
articulation,articulated_accentuated,453,452,444,5,3,1,0,333,120.00,89.00,31.00
