mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,839,694,224,315,155,145,0,100,120.00,125.00,5.00
progressive_tempo,ritardando,720,899,233,128,359,0,179,118,120.00,94.00,26.00
progressive_tempo,tempo_fluctuation,873,1051,207,247,419,0,178,129,120.00,110.00,10.00
duration,note_held_too_long,700,701,548,64,88,0,1,490,120.00,110.00,10.00
duration,note_cut_too_soon,703,704,544,68,91,0,1,488,120.00,110.00,10.00
note,note_missing,700,701,548,64,88,0,1,489,120.00,110.00,10.00
note,note_not_expected,700,702,534,75,91,0,2,490,120.00,110.00,10.00
articulation,articulated_legato,700,699,535,94,70,1,0,482,120.00,110.00,10.00
articulation,articulated_staccato,737,737,462,128,147,0,0,277,120.00,110.00,10.00
articulation,articulated_accentuated,700,701,548,64,88,0,1,490,120.00,110.00,10.00
