mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,340,340,309,12,19,0,0,218,120.00,144.00,24.00
tempo,a_lot_faster_tempo,350,348,268,53,27,2,0,159,120.00,117.00,3.00
tempo,slower_tempo,343,343,310,14,19,0,0,212,120.00,134.00,14.00
tempo,a_lot_slower_tempo,349,347,231,61,55,2,0,90,120.00,82.00,38.00
progressive_tempo,accelerando,396,341,129,130,82,55,0,46,120.00,117.00,3.00
progressive_tempo,ritardando,339,417,143,58,138,0,78,39,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,414,424,168,120,126,0,10,34,120.00,134.00,14.00
duration,note_held_too_long,331,331,330,1,0,0,0,304,120.00,170.00,50.00
duration,note_cut_too_soon,331,331,330,1,0,0,0,303,120.00,170.00,50.00
note,note_missing,331,331,330,1,0,0,0,301,120.00,170.00,50.00
note,note_not_expected,331,330,314,10,6,1,0,259,120.00,170.00,50.00
articulation,articulated_legato,331,330,328,2,0,1,0,303,120.00,170.00,50.00
articulation,articulated_staccato,352,353,244,49,59,0,1,117,120.00,170.00,50.00
articulation,articulated_accentuated,331,331,330,1,0,0,0,304,120.00,170.00,50.00
