mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,332,331,297,19,15,1,0,159,120.00,134.00,14.00
tempo,a_lot_faster_tempo,351,351,311,20,20,0,0,192,120.00,170.00,50.00
tempo,slower_tempo,336,336,313,8,15,0,0,212,120.00,188.00,68.00
tempo,a_lot_slower_tempo,339,338,293,22,23,1,0,166,120.00,110.00,10.00
progressive_tempo,accelerando,387,326,227,81,18,61,0,63,120.00,125.00,5.00
progressive_tempo,ritardando,335,414,201,25,109,0,79,50,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,386,577,216,50,120,0,191,42,120.00,125.00,5.00
duration,note_held_too_long,324,324,324,0,0,0,0,284,120.00,117.00,3.00
duration,note_cut_too_soon,333,333,317,8,8,0,0,277,120.00,117.00,3.00
note,note_missing,324,323,321,2,0,1,0,271,120.00,117.00,3.00
note,note_not_expected,324,324,324,0,0,0,0,284,120.00,117.00,3.00
articulation,articulated_legato,324,322,319,3,0,2,0,240,120.00,117.00,3.00
articulation,articulated_staccato,380,381,281,45,54,0,1,125,120.00,117.00,3.00
articulation,articulated_accentuated,324,324,324,0,0,0,0,284,120.00,117.00,3.00
