mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,416,415,411,3,1,1,0,318,112.00,110.00,2.00
tempo,faster_tempo,421,421,415,3,3,0,0,356,112.00,134.00,22.00
tempo,a_lot_faster_tempo,443,441,401,22,18,2,0,280,112.00,125.00,13.00
tempo,slower_tempo,422,423,410,6,6,0,1,285,112.00,134.00,22.00
tempo,a_lot_slower_tempo,430,430,415,15,0,0,0,312,112.00,170.00,58.00
progressive_tempo,accelerando,486,418,352,61,5,68,0,78,112.00,89.00,23.00
progressive_tempo,ritardando,422,511,334,7,81,0,89,85,112.00,104.00,8.00
progressive_tempo,tempo_fluctuation,509,370,159,136,75,139,0,43,112.00,67.00,45.00
timing,note_too_soon,416,415,411,3,1,1,0,319,112.00,110.00,2.00
timing,note_too_late,418,416,409,4,3,2,0,194,112.00,110.00,2.00
duration,note_held_too_long,416,415,411,3,1,1,0,318,112.00,110.00,2.00
duration,note_cut_too_soon,417,416,411,3,2,1,0,319,112.00,110.00,2.00
note,note_missing,416,414,410,3,1,2,0,273,112.00,110.00,2.00
note,note_not_expected,416,415,411,3,1,1,0,319,112.00,110.00,2.00
articulation,articulated_legato,416,415,411,3,1,1,0,319,112.00,110.00,2.00
articulation,articulated_staccato,429,428,409,11,8,1,0,198,112.00,110.00,2.00
articulation,articulated_accentuated,416,415,411,3,1,1,0,319,112.00,110.00,2.00
