mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,481,481,460,10,11,0,0,430,120.00,110.00,10.00
tempo,faster_tempo,493,490,299,100,91,3,0,132,120.00,94.00,26.00
tempo,a_lot_faster_tempo,508,502,282,117,103,6,0,110,120.00,117.00,3.00
tempo,slower_tempo,500,497,328,93,76,3,0,149,120.00,208.00,88.00
tempo,a_lot_slower_tempo,508,497,285,111,101,11,0,100,120.00,134.00,14.00
progressive_tempo,accelerando,572,477,224,159,94,95,0,61,120.00,117.00,3.00
progressive_tempo,ritardando,486,603,219,78,189,0,117,56,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,640,582,178,208,196,58,0,47,120.00,89.00,31.00
timing,note_too_soon,486,484,358,67,59,2,0,250,120.00,110.00,10.00
timing,note_too_late,494,492,364,69,59,2,0,257,120.00,110.00,10.00
duration,note_held_too_long,482,480,374,58,48,2,0,267,120.00,110.00,10.00
duration,note_cut_too_soon,490,488,368,65,55,2,0,260,120.00,110.00,10.00
note,note_missing,481,478,351,65,62,3,0,229,120.00,110.00,10.00
note,note_not_expected,481,479,377,55,47,2,0,268,120.00,110.00,10.00
articulation,articulated_legato,481,478,373,57,48,3,0,261,120.00,110.00,10.00
articulation,articulated_staccato,533,531,341,99,91,2,0,179,120.00,110.00,10.00
articulation,articulated_accentuated,481,479,377,55,47,2,0,270,120.00,110.00,10.00
