mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,553,553,553,0,0,0,0,492,120.00,156.00,36.00
tempo,faster_tempo,560,563,277,152,131,0,3,121,120.00,188.00,68.00
tempo,a_lot_faster_tempo,578,586,262,153,163,0,8,123,120.00,117.00,3.00
tempo,slower_tempo,564,563,417,74,72,1,0,241,120.00,134.00,14.00
tempo,a_lot_slower_tempo,574,566,314,135,117,8,0,150,120.00,85.00,35.00
progressive_tempo,accelerando,656,554,212,208,134,102,0,88,120.00,75.00,45.00
progressive_tempo,ritardando,554,687,185,114,255,0,133,54,120.00,125.00,5.00
progressive_tempo,tempo_fluctuation,648,884,174,118,356,0,236,79,120.00,170.00,50.00
timing,note_too_soon,554,555,351,98,105,0,1,223,120.00,156.00,36.00
timing,note_too_late,553,553,553,0,0,0,0,492,120.00,156.00,36.00
duration,note_held_too_long,553,553,553,0,0,0,0,493,120.00,156.00,36.00
duration,note_cut_too_soon,553,553,553,0,0,0,0,493,120.00,156.00,36.00
note,note_missing,553,552,368,94,90,1,0,258,120.00,156.00,36.00
note,note_not_expected,553,554,548,2,3,0,1,475,120.00,156.00,36.00
articulation,articulated_legato,553,553,553,0,0,0,0,493,120.00,156.00,36.00
articulation,articulated_staccato,572,570,356,100,114,2,0,156,120.00,156.00,36.00
articulation,articulated_accentuated,553,553,553,0,0,0,0,493,120.00,156.00,36.00
