mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,851,849,742,56,51,2,0,347,120.00,144.00,24.00
tempo,a_lot_faster_tempo,882,879,647,114,118,3,0,184,120.00,117.00,3.00
tempo,slower_tempo,852,850,690,88,72,2,0,273,120.00,188.00,68.00
tempo,a_lot_slower_tempo,853,852,707,62,83,1,0,145,120.00,117.00,3.00
progressive_tempo,accelerando,983,828,527,225,76,155,0,108,120.00,125.00,5.00
progressive_tempo,ritardando,841,1036,501,58,282,0,195,94,120.00,156.00,36.00
progressive_tempo,tempo_fluctuation,996,1210,456,173,367,0,214,126,120.00,125.00,5.00
duration,note_held_too_long,830,829,691,76,62,1,0,333,120.00,117.00,3.00
duration,note_cut_too_soon,831,830,691,76,63,1,0,331,120.00,117.00,3.00
note,note_missing,834,832,686,68,78,2,0,219,120.00,117.00,3.00
note,note_not_expected,830,830,785,24,21,0,0,562,120.00,117.00,3.00
articulation,articulated_legato,830,828,682,66,80,2,0,213,120.00,117.00,3.00
articulation,articulated_staccato,846,845,689,86,70,1,0,232,120.00,117.00,3.00
articulation,articulated_accentuated,830,829,691,76,62,1,0,333,120.00,117.00,3.00
