onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,461.9,463.9,461.9,0.964,True
correct,0.279,0.279,0.0,415.5,415.5,415.5,0.999,True
correct,0.558,0.558,0.0,369.6,369.6,369.6,1.0,True
correct,0.813,0.813,0.0,349.3,349.9,349.3,0.983,True
correct,1.092,1.092,0.0,311.3,311.2,311.3,0.999,True
correct,1.649,1.649,0.0,311.3,311.3,311.3,1.0,True
correct,1.904,1.904,0.0,324.1,321.5,324.1,0.933,True
correct,2.183,2.183,0.0,369.8,369.3,369.8,0.988,True
correct,2.462,2.462,0.0,465.7,465.7,465.7,1.0,True
correct,2.74,2.74,0.0,415.2,415.3,415.2,0.997,True
correct,3.274,3.274,0.0,412.7,409.1,412.7,0.927,True
early,3.553,3.414,0.139,369.6,369.5,369.6,0.997,True
correct,3.832,3.692,0.14,349.0,350.2,349.0,0.971,True
late,4.087,3.971,0.116,277.3,277.6,277.3,0.99,True
early,4.366,4.226,0.14,311.2,296.0,311.2,0.649,True
correct,4.923,4.784,0.139,311.3,311.3,311.3,0.999,True
late,5.178,5.062,0.116,324.6,348.8,324.6,0.538,True
early,5.457,5.318,0.139,369.7,370.1,369.7,0.992,True
correct,5.736,5.596,0.14,465.7,465.8,465.7,0.999,True
correct,6.014,5.875,0.139,415.3,415.5,415.3,0.996,True
correct,6.27,6.13,0.14,413.9,407.8,413.9,0.878,True
correct,6.548,6.409,0.139,409.7,414.6,409.7,0.902,True
correct,6.827,6.688,0.139,369.6,369.6,369.6,0.999,True
correct,7.106,6.966,0.14,349.0,347.0,349.0,0.952,True
late,7.361,7.245,0.116,276.5,277.6,276.5,0.966,True
early,7.64,7.5,0.14,311.2,310.2,311.2,0.973,True
